,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source,label
,,,reliable,,"Australia's debate over capping foreign student numbers is “not over” despite a controversial bill unexpectedly losing support, a top industry body says. The bill, part of efforts to slash overall migration to Australia, had been opposed by most universities who say it would damage the higher education sector and its global reputation. The government argued the legislation was needed to make the industry more sustainable and ease pressure on housing, and it was expected to easily pass with opposition support this week. However in a surprise eleventh-hour move, Australia's opposition leader said his coalition would vote against the bill as it didn't go far enough. Though some universities have expressed support at the bill's apparent demise, they also say it extends the uncertainty surrounding the industry - which is worth about A$50bn (£25.7bn, $32.7bn) to the economy. Luke Sheehy, head of Universities Australia, told the BBC the news brought ""no sense of relief"" for him. ""I just knew that we would be looking at international students [used] as cannon fodder in a phoney war on migration right through to the election now,"" said Mr Sheehy, whose organisation advocates for 39 universities. The cap proposed limiting new enrolments at 270,000 for 2025 - a significant cut on the number in 2024. It had been due to come into effect in just six weeks. Some universities have made job cuts and rejected student applications in anticipation of the new laws, and the BBC was told foreign students were already choosing to study elsewhere as a result of the reduced confidence in the sector. The legislation, currently before the Senate, has not been formally withdrawn by Prime Minister Anthony Albanese's Labor government but it cannot pass without the support of the main opposition Liberal-National coalition or the Greens, who also oppose it. Leader of the Opposition Peter Dutton called the bill ""a dog's breakfast"" and vowed to introduce ""deeper cuts"" if he wins the upcoming election, due by May. The Greens, on the other hand, described the bill ""dog whistling that shamefully scapegoated international students for the housing crisis they did not cause"". The government has accused Mr Dutton of hypocrisy, arguing he has often talked ""tough"" on cutting immigration to the country, which has reached record levels in recent years. The expected failure of the bill would mean an existing visa policy, which has been widely accused of exacerbating problems by funnelling most international students to a select few city-based universities, will remain in place. The Group of Eight (Go8) - a body which represents Australia’s top ranked universities - said the bill would have hurt students and staff and that common sense had prevailed. But the industry has been left scrambling again, with only a few months left until the 2025 academic year begins. Observers say some universities could now receive a spike in students when they had a expected a cut, and others - predominantly in regional locations - will no longer expect as many, putting them under greater financial pressure. ""The most devastating part of this discussion is that we still don't have a resolution,"" Mr Sheehy said. ""We're nowhere closer to providing the certainty, stability and growth the government promised us all those many months ago when they proposed caps.""",,,,Uncertainty after Australia foreign students bill hits opposition,"Tiffanie Turnbull, BBC News, Sydney",,,,,,,1
,,,reliable,,"Australian lawmakers have voted to censure an Aboriginal senator who heckled King Charles during his visit to Canberra last month, to express their ""profound disapproval"" of her protest. Lidia Thorpe shouted ""you are not my King"" and ""this is not your land"" shortly after the King addressed the Great Hall of Parliament, in an effort to highlight the impacts of British colonisation. The Senate's censure, which passed 46-12, described Thorpe's actions as ""disrespectful and disruptive"" and said they should disqualify her from representing the chamber as a member of any delegation. A censure motion is politically symbolic but carries no constitutional or legal weight. Shortly after the Senate vote on Monday, Thorpe told reporters she had been denied her right to respond in the chamber due to a flight delay. ""The British Crown committed heinous crimes against the first peoples of this country... I will not be silent,"" the independent senator said. Her protest last month drew immediate ire from across the political aisle, as well as from some prominent Aboriginal and Torres Strait Islander leaders. But it also drew praise from some activists who argued that it highlighted the plight of Australia's first inhabitants, who endured colonial violence and still face acute disadvantages in terms of health, wealth, education, and life expectancy compared to non-Indigenous Australians. Thorpe is among those who have advocated for a treaty between Australia’s government and its first inhabitants. Unlike New Zealand and other former British colonies, a treaty with Indigenous peoples in Australia was never established. Many Aboriginal and Torres Strait Islander people emphasise that they never ceded their sovereignty or land to the Crown. Despite the protest, the King was warmly greeted by Australian crowds during his five-day tour alongside Queen Camilla. “You have shown great respect for Australians, even during times when we have debated the future of our own constitutional arrangements and the nature of our relationship with the crown. Nothing stands still,"" Prime Minister Anthony Albanese said in an official address. Thorpe has a history of Indigenous activism which has, at times, grabbed global headlines. During her swearing in ceremony in 2022, the Gunnai, Gunditjmara and Djab Wurrung woman referred to the Queen Elizabeth II as a coloniser - and was asked to retake her oath after facing criticism. Last year, Australia decisively rejected a proposal to grant Aboriginal and Torres Strait Islander people constitutional recognition and allow them to establish a body to advise parliament on issues impacting their communities. The referendum - known as the Voice - became ensnared in a bruising campaign, and both sides of politics have sought to move on swiftly, leaving uncertainty over future policy. While the data suggests a majority of Aboriginal and Torres Strait Islander people voted 'Yes', support wasn’t unanimous. Thorpe herself was a leading ‘No’ campaigner, having criticised the measure as tokenistic.",,,,Australian senator censured for heckling King,"Hannah Ritchie, BBC News, Sydney",,,,,,,1
,,,reliable,,"Veteran Australian broadcaster and former Wallabies coach Alan Jones has been charged with sexually abusing seven men and a 17-year-old boy. The 83-year-old was taken into custody at his Sydney apartment early on Monday morning, as detectives from the New South Wales (NSW) Police Child Abuse Squad searched the harbour-front property and seized electronic devices. Mr Jones is one of Australia’s most influential media figures, and has previously denied allegations of abuse, first published by The Sydney Morning Herald in 2023. He now faces 24 charges over alleged incidents between 2001 and 2019, including 11 counts of aggravated indecent assault. All the charges, except two of common assault, are sex offences. Police said some of the alleged victims knew the radio titan personally, and that at least one had been employed by him. Others were allegedly assaulted the first time they met him, NSW Police's Michael Fitzgerald told reporters. ""I wish to commend the victims and their bravery in coming forward. [They] have now got the ability to have a voice. This is what they've been asking for,"" he said. Commissioner Karen Webb earlier said police had conducted a ""very complex"", ""protracted"" and ""thorough"" investigation, and expected other alleged victims may now come forward. ""There's no such thing as a matter that's too old to be investigated,"" she said at a press conference. ""You will be listened to, and we will take your matter seriously."" Mr Jones has been granted conditional bail, and will face court on 18 December. A former teacher, Mr Jones coached Australia's national rugby union team between 1984 and 1988, before pivoting to a radio career. He also, at times, worked as a speechwriter and advisor for Liberal Party figures - including former Prime Minister Malcolm Fraser - and launched several failed bids to represent the party in both state and federal politics. A staple of Sydney airwaves on local station 2GB for decades, Mr Jones juggled those duties with TV commentary gigs before he retired from full time work in 2020 citing health issues. The broadcaster is a polarising figure, for years boasting one of the nation's biggest audiences but often courting controversy. He made headlines in 2012 for suggesting that then-Prime Minister Julia Gillard's father had ""died of shame"", and in 2019 faced a massive advertiser boycott after saying someone should ""shove a sock"" down the throat of New Zealand's leader at the time, Jacinda Ardern. Mr Jones has also been successfully sued for defamation many times.",,,,Top radio host charged with sexually abusing eight people,"Tiffanie Turnbull, BBC News, Sydney",,,,,,,1
,,,reliable,,"A cap worn by Australian cricket legend Sir Donald Bradman is expected to fetch up to £200,000 when it goes up for auction next month. Bradman wore the cap - known as a 'baggy green' - in the 1947-48 home Test series against India, during which he scored his 100th first-class century. Bradman, who died aged 92 in 2001, is widely regarded as cricket's greatest-ever batter and averaged 99.94 runs across his 52-match Test career. The cap has been on loan since 2010 to the Bradman Museum in the player’s hometown of Bowral. Following the 1947-48 Indian tour, Bradman gave the cap to the Indian team tour manager, Pankaj Gupta, who passed it on to the Indian team's wicket keeper PK Sen. It was purchased by the current owner in 2003, auction house Bonhams said. ""The baggy green has been part of cricket and sporting heritage for decades,"" explained Alex Clark, a senior specialist at Bonhams. ""This very special baggy green promises to have real appeal to followers of cricket and sport generally, and anyone with a keen interest in the history of sport."" It will go on sale at Bonhams Sydney on 3 December.",,,,Aussie legend Bradman's baggy green cap to be sold,No author available,,,,,,,1
,,,reliable,,"It took just three minutes for Joel Cauchi to fatally stab six people and injure 10 more during a rampage at a popular Sydney shopping centre, an inquest into the attack has been told. The New South Wales Coroner's Court heard on Tuesday that Cauchi, 40, was knife-obsessed and had been diagnosed with schizophrenia, but had come off his medication and was homeless at the time of the incident. The inquiry also heard that no alarm sounded inside the centre until after Cauchi had been shot dead by police. The incident on 13 April devastated Australia, where mass murder is rare, and prompted a national conversation about gendered violence. All up, 14 of the 16 people stabbed that day were female - including five of the six who were killed, and a nine-month-old baby. The NSW police commissioner said at the time that it was ""obvious"" Cauchi had targeted women. Tuesday's hearing laid out the areas of focus for an extensive inquiry which is due to begin in full in April 2025. The investigation will look into possible security lapses and failings in the mental health systems in NSW and Queensland, Cauchi's home state. Speaking in court, Dr Peggy Dwyer SC, the counsel assisting the coroner, said Cauchi had been off his psychotropic medication since 2019, despite authorities being repeatedly warned of his deteriorating state. Cauchi had come ""to the attention"" of Queensland police several times, she added. In her statement, Dwyer also provided the first detailed timeline of how the violence actually unfolded in Bondi that day. She said that Cauchi - who had been sleeping rough in the suburb of Maroubra on the morning of the attack - entered Westfield shopping centre around 15.30 (local), and began stabbing people roughly three minutes later, after removing his knife in line at a bakery. His first victim was Dawn Singleton, 25, followed by 47-year-old Jade Young and 25-year-old Yixuan Cheng. He then attacked Ashlee Good, 38, from behind. Good - who has been described by her family as an ""all-round outstanding human"" - then saw Cauchi stabbing her nine-month-old baby girl in her pram, and was further wounded trying to save the child's life, the court heard. Faraz Tahir, a 30-year-old security guard, was stabbed next, alongside a colleague. Onlookers at the time said he died ""trying to save others"". Cauchi fatally stabbed Pikria Darchia, 55, before being shot dead by NSW Police Insp Amy Scott, who had been on duty close by. Between the moment Insp Scott arrived and the moment she killed Cauchi just over a minute had passed, the court heard. In total, the attack lasted for five minutes and 43 seconds - yet no alarm sounded during that time. ""It’s presently unclear why it took so long for the alarm to sound,"" Dwyer said. Before opening the hearing, state coroner Teresa O’Sullivan acknowledged the pain and loss the broader community was still feeling as a result of the violence. ""I offer my sincere condolences to the family and loved ones who are here in court today as well as those who can’t be here in person,"" she told the court, according to the Guardian Australia. ""It’s important to me and my assisting team… that you feel safe, you feel heard and you feel cared for throughout this proceeding.""",,,,"Bondi attacker stabbed 16 in three minutes, inquiry told","Hannah Ritchie, BBC News, Sydney",,,,,,,1
,,,reliable,,"Celebrity chef Jamie Oliver has pulled his new children's book from the shelves after complaints it stereotyped Indigenous Australians. The 400-page fantasy novel, Billy and the Epic Escape, features an Aboriginal girl with mystical powers living in foster care who is abducted from her home in central Australia. First Nations leaders have said the book reproduces ""harmful stereotypes"" and trivialises the ""complex and painful"" history of Aboriginal and Torres Strait Islander children being forcibly removed from their families under government assimilation policies. Oliver - who is in Australia promoting a new cookbook - has apologised and said he was ""devastated"" to have caused hurt. ""It was never my intention to misinterpret this deeply painful issue,"" he said in a statement. Publisher Penguin Random House UK said that a consultation with Indigenous Australians requested by Oliver had not happened due to an ""editorial oversight"". Critics said the book contained language errors and oversimplified the identity of First Nations character Ruby. ""This superficial treatment of Ruby's character dehumanises her, and by extension, Aboriginal and Torres Strait Islander peoples,"" said Sharon Davis of the First Nations educational body Natsiec. Among the complaints is that Ruby is given the ability to read people’s minds and communicate with animals and plants, because ""that’s the Indigenous way"". Sharon Davis said that reduced ""complex and diverse belief systems"" to ""magic"". The character is also at the centre of an abduction plot, something community leader Sue-Anne Hunter called a ""particularly insensitive choice,"" given the ""painful historical context"" of Australia's Stolen Generations. During the 20th Century, tens of thousands of Indigenous children were removed from their families under official government policies aimed at assimilation which assumed black inferiority and white superiority. This government policy continued officially until the 1970s. ""The story’s flippant approach to narrating the theft of a First Nations child dangerously trivialises the ongoing trauma associated with Australia’s violent history of child removal,"" Natsiec said. They added that today, Aboriginal and Torres Strait Islander children are 10 times more likely non-Indigenous children to be removed from their families into foster care or other systems. Critics have also pointed out language errors in the book. The character is from Mparntwe or Alice Springs in the Northern Territory but uses vocabulary from the language of the Gamilaraay people of the states of New South Wales and Queensland. Sharon Davis said this showed ""complete disregard for the vast differences among First Nations languages, cultures, and practices"". Oliver said he and his publishers had decided to withdraw the book from sale around the world.",,,,Jamie Oliver pulls 'offensive' children's book from sale,"Tiffanie Turnbull, BBC News, Sydney",,,,,,,1
,,,reliable,,"An Australian soldier has been posthumously awarded the Victoria Cross - the Commonwealth's highest military honour - for bravery during the Vietnam War. The then 19-year-old Private Richard Norden ran into enemy fire to reach a wounded comrade and retrieve the body of another during a battle north-east of the capital, then known as Saigon, in 1968. He survived the battle but died at the age of 24 in a traffic accident while on duty as a police officer in Canberra More than 60,000 Australians - about a quarter of them conscripted - served in controversial Vietnam War from 1962 to 1973, as part of an allied force led by the US. ""Private Richard Norden is a true Australian hero... [He] demonstrated extraordinary courage and selflessness by putting his own life at risk to save and protect his fellow comrades,"" Prime Minister Anthony Albanese said after the announcement, on Remembrance Day. Pte Norden's company was ambushed by North Vietnamese Army soldiers on 14 May, 1968, with a scout immediately killed and the section Commander gravely injured. Described as having a ""complete disregard for his own personal safety"", he ran forward under heavy enemy fire to reach the two soldiers and carried the severely wounded section Commander back to his group. Himself seriously wounded by that point, Pte Norden then went back for the scout. Finding him dead, he then returned to the group to collect grenades before pushing into the battlefield for a third time, to clear the area so the scout's body could be recovered. Australia's Governor-General Sam Mostyn said it was a ""historic"" day for the country and a ""significant"" moment for Pte Norden's family. ""We are honoured that His Majesty has approved the Victoria Cross for Australia for Richard, recognising his gallantry actions whilst serving in Vietnam,"" his widow, Robynn Freeman said in a statement. A formal ceremony to present the medal to Pte Norden's family will take place at a later date, yet to be announced. Like in many other allied countries, the war was very divisive in Australia and thousands of Australians protested against it. By the time the conflict ended in 1975, an estimated three million Vietnamese people had died, with the US losing over 58,000 people and Australia 521.",,,,Australian soldier awarded Victoria Cross for Vietnam bravery,No author available,,,,,,,1
,,,reliable,,"'Thomas' - not his real name - was 13 years old when he began his first stint in prison. Following the sudden death of his father, he had robbed a shop in Australia’s Northern Territory (NT). He was detained for a week but, within a month, he was back in custody for another burglary. Five years on, the Aboriginal teenager has spent far more of that time inside prison than out. “It’s hard changing,” Thomas tells me. “[Breaking the law] is something that you grow up your whole life doing - it’s hard to [stop] the habit.” His story - a revolving door of crime, arrest and release - is not an isolated one in the Northern Territory. For many, over the years the crimes get more serious, the sentences longer and the time spent between prison spells ever briefer.",,,,"'Adult crime, adult time': Row as Australian territory locks up 10-year-olds again","Katy Watson, Australia correspondent, Reporting fromDarwin",,,,,,,1
,,,reliable,,"Australian scientists have solved a mystery which has gripped Sydney: what were the sticky dark blobs which washed up on some of the city's famed beaches last month? Initially believed to be tar balls, they were in fact a ""disgusting"" combination of human faeces, cooking oil, chemicals and illicit drugs, researchers say. Eight beaches including Bondi were closed for several days and a massive clean-up ordered after thousands of the black deposits started appearing from 16 October. Testing by chemists has determined the balls were most likely the result of a sewage spill, though their exact origin remains unknown. Last month authorities in New South Wales (NSW) said they suspected the objects were a mixture of fatty acids, fuel oil and chemicals found in cleaning and cosmetic products. But further testing found the material is unlikely to have originated solely from an oil spill or waste from a ship, as some had thought. Each ball was slightly different but had a firm surface - hardened partially by accumulating sand and minerals like calcium - and a soft core. Inside was everything from cooking oil and soap scum molecules, to blood pressure medication, pesticides, hair, methamphetamine and veterinary drugs. ""They smell absolutely disgusting, they smell worse than anything you've ever smelt,"" lead investigator Associate Professor Jon Beves, from the University of NSW, told 9News. Professor William Alexander Donald said they resembled fat, oil, and grease blobs - often called fatbergs - which are commonly formed in sewerage systems. Detecting this along with recreational drugs and and industrial chemicals had ""pointed us to sewage and other sources of urban effluent"", he explained. The researchers said they had received unconfirmed reports of smaller but otherwise similar balls washing up over the past two years. Sydney Water has reported that there are no known issues with waste systems in the city.",,,,Sydney identifies 'disgusting' balls that shut beaches,"Tiffanie Turnbull, BBC News, Sydney",,,,,,,1
,,,reliable,,"Australia's government says it will introduce ""world-leading"" legislation to ban children under 16 from social media. Prime Minister Anthony Albanese said the proposed laws, to be tabled in parliament next week, were aimed at mitigating the ""harm"" social media was inflicting on Australian children. ""This one is for the mums and dads... They, like me, are worried sick about the safety of our kids online. I want Australian families to know that the government has your back,"" he said. While many of the details are yet to be debated, the government said the ban would apply to young people already on social media. There will be no exemptions on the age limit for children who have consent from their parents. The government says that the onus would be on social media platforms to show they are taking reasonable steps to prevent access. Albanese said there would be no penalties for users, and that it would be up to Australia's online regulator - the eSafety Commissioner - to enforce the laws. The legislation would come into force 12 months after it passes and be subject to a review after it's in place. While a lot of experts agree that social media platforms can harm the mental health of adolescents, many are sceptical over the efficacy of trying to outlaw them all together. Some researchers argue that bans only delay young people's exposure to apps such as TikTok, Instagram and Facebook, instead of teaching them how to navigate complex online spaces. Previous attempts at restricting access, including by the European Union, have largely failed or faced backlash from tech firms. And questions remain over how implementation would work given there are tools which can circumvent age-verification requirements. One of Australia's largest advocacy groups for child rights has criticised the proposed ban as ""too blunt an instrument"". In an open letter sent to the government in October, signed by over 100 academics and 20 civil society organisations, the Australian Child Rights Taskforce called on Albanese to instead look at imposing ""safety standards"" on social media platforms. The group also pointed to UN advice that ""national policies"" designed to regulate online spaces ""should be aimed at providing children with the opportunity to benefit from engaging with the digital environment and ensuring their safe access to it"". But other grassroots campaigners have lobbied Australia's government for the laws, saying bans are needed to protect children from harmful content, misinformation, bullying and other social pressures. A petition by the 36Months initiative, which has over 125,000 signatures, argues children are ""not yet ready to navigate online social networks safely"" until at least 16, and that currently ""excessive social media use is rewiring young brains within a critical window of psychological development, causing an epidemic of mental illness"". When asked whether there should be broader efforts to educate children about how to navigate the benefits and risks of being online, Albanese said that such an approach would be insufficient because it ""assumes an equal power relationship"". ""I don't know about you, but I get things popping up on my system that I don't want to see. Let alone a vulnerable 14-year-old,"" he told reporters on Thursday. ""These tech companies are incredibly powerful. These apps have algorithms that drive people towards certain behaviour.""",,,,Australia plans social media ban for under-16s,"Hannah Ritchie, BBC News, Sydney",,,,,,,1
,,,reliable,,"Australian breaker Rachael Gunn has announced she will retire from competition, citing the viral response to her performance at the Paris Olympics. Gunn - who is known as B-girl Raygun - failed to get on the scoreboard in all three of her competition rounds in August, with a routine that included unorthodox moves, such as the sprinkler and a kangaroo hop. The 37-year-old university lecturer's moves catapulted her to global attention and ridicule, spawned conspiracy theories about her qualification, and reignited criticism of breaking's inclusion in the Olympics. Gunn had initially planned to keep competing but said the saga had been so ""upsetting"" that she changed her mind. ""I just didn’t have any control over how people saw me or who I was,"" she told local radio station 2DayFM on Wednesday. ""I was going to keep competing, for sure, but that seems really difficult for me to do now. “I think the level of scrutiny that’s going to be there, and people will be filming it, and it will go online."" Gunn received a torrent of violent messages after the Olympics, and was the subject of an anonymous petition demanding she apologise. It falsely accused her and her husband of manipulating her selection at the expense of other Australian talent. She was vigorously defended by Olympic officials, but her performance split opinion within the breaking community, with some saying she made a mockery of the sport. It also revived questions over whether breaking - which debuted in Paris but is not on the programme for the 2028 Games in Los Angeles - should have ever been included in the Olympics, due to the creative nature of the genre, which doesn't necessarily suit organised competition. Gunn has previously said the backlash took the joy out of the sport for her, which she again alluded to on Wednesday. ""Dancing is so much fun, and it makes you feel good. I don’t think people should feel crap about the way that they dance. ""I still dance, and I still break. But, you know, that’s like in my living room with my partner!""",,,,Raygun retires from breaking after Olympic backlash,"Tiffanie Turnbull, BBC News, Sydney",,,,,,,1
,,,reliable,,"Pope Francis, who has been battling pneumonia and bronchitis for more than three weeks, has shown a ""good response"" to treatment, the Vatican has said. ""The clinical condition of the Holy Father in recent days has remained stable and, consequently, indicates a good response to the treatment,"" the Vatican said. ""There is therefore a gradual, slight improvement"", it added. The 88-year-old prayed on Saturday morning in the chapel of the papal suite at Rome's Gemelli Hospital, where he is being treated. The Argentine pontiff has not been seen in public since entering the hospital, his longest stretch away from the public eye since his papacy began 12 years ago. He was admitted to hospital on 14 February after experiencing breathing difficulties - and first treated for bronchitis before being diagnosed with pneumonia in both lungs. He is particularly vulnerable to pneumonia, an infection of the lungs that can be caused by bacteria, viruses or fungi, after he contracted pleurisy – an inflammation of the lungs – as a young man and had a partial lung removal. The Pope's doctors believe he is likely to face a long road to recovery, due to his age and medical history.",,,,"Pope Francis responding well to treatment, Vatican says","Tom Bennett, BBC News",,,,,,,1
,,,reliable,,"At least 25 people have died in Ukraine in the latest wave of Russian strikes, Ukrainian officials say, as the conflict shows no sign of easing. One attack on Donetsk Region killed at least 11 people and wounded 40, including six children, local officials said on Saturday. Homes and infrastructure were hit in other regions, including Kharkiv and Odesa. Russian attacks have intensified in recent days, as the US paused military aid and intelligence-sharing with Kyiv. It followed last week's Oval Office clash between President Donald Trump and Ukraine's Volodymyr Zelensky.",,,,"Russian strikes kill at least 25, Ukraine says","Henri Astier, BBC News",,,,,,,1
,,,reliable,,"At least 11 people were killed and 30 injured in a Russian strike on Dobropillya, a town in eastern Ukraine's Donetsk region, Ukrainian authorities say. Eight residential buildings and an administrative building were damaged in the attack late Friday, the regional emergency service reported. The town lies north-west of Russian-held Donetsk city. The report also said Russian forces launched a second strike on emergency responders while they were fighting a blaze. It comes after intense fighting in nearby areas, with Ukrainian prosecutors reporting five killed in Russian attacks on Thursday night.",,,,"Russian strike kills 11 in town near Donetsk, Ukraine says",No author available,,,,,,,1
,,,reliable,,"A journalist targeted by a Russian spy cell run from a former guest house in Norfolk has said he thinks Russian President Vladimir Putin personally ordered the operation against him. Roman Dobrokhotov, editor-in-chief of The Insider, was followed through Europe by Bulgarian spies who were working for Moscow - three of whom were convicted on Friday.",,,,"I'm lucky to be alive, says journalist tracked by Russian spies","Daniel De Simone, Investigations correspondent",,,,,,,1
,,,reliable,,"An unexploded World War Two bomb found near Gare du Nord station in Paris was defused on Friday after trains to and from the station - one of Europe's biggest - were cancelled. All Eurostar international services to and from the station were halted. Eurostar said its services would be back to normal on Saturday, and two extra return train journeys to London and Brussels had been added. Local rail traffic resumed on Friday evening at Gare du Nord, but the French operators SNCF and RATP said the schedule remained disrupted. French police evacuated 200 people from homes in Saint-Denis and temporarily closed part of the suburb's main ring road. The 500kg bomb was found two metres deep at a building site north of Gare du Nord, where rail workers were putting up a new bridge over the railway lines. Eurostar's Chief Safety and Stations Officer Simon Lejeune said the situation was ""complex"" and it was the ""better option"" to cancel all 32 services between London and Paris because it would give passengers ""clarity"" amid the ""uncertainty"". He said he was ""incredibly sorry"" for the travel disruption and the issues customers had faced accessing the Eurostar app. He told travellers they should be able to access the website to change their booking, get a refund or get a voucher. The bomb was discovered 200m away from the busy Paris périphérique, about 2.5km (1.5 miles) north of Gare du Nord, Europe's busiest train station. A nearby short northern stretch of the ring road and the A1 motorway were shut around Porte de la Chapelle. Traffic jams were recorded on 218km of roads in the Paris region. Authorities in Saint-Denis said there were six schools and a care facility for elderly people inside the evacuation zone, but they were not at risk, because they did not have windows overlooking the area. Homes with windows in a 500m (1,600ft) radius of the bomb were evacuated. Eurostar services were running normally between Brussels and Marne-la-Vallée to the east of Paris as well as trains between London and Brussels and London and Amsterdam. High-speed TGV trains into Gare du Nord were also badly hit, although some services were diverted to Gare de Lyon in Paris. The railyards around occupied Paris were regular targets for British and American bombers during World War Two, the BBC's Hugh Schofield in Paris reports. Eurostar said passengers would be able to exchange their tickets for free to travel at another date or time in the same class, subject to availability.",,,,Paris train services slowly resume after WW2 bomb defused,"Mallory Moench, BBC News",,,,,,,1
,,,reliable,,"The family of a man who was thrown over iconic Irish cliffs have described his ""evil"" murder as ""callous and unnecessary"". Alan Vial and Nikita Burns, were convicted of murdering 66-year-old Robert Wilkin by majorities of 10 to two at the Central Criminal Court in Dublin on Thursday. The pair were sentenced to life imprisonment on Friday. Vial, 39, of Drumanoo Head, Killybegs, County Donegal and Burns, 23, from An Charraig, County Donegal, both denied the murder. The body of Mr Wilkin, who was also known as Robin, was found in the sea at the bottom of the cliffs at Slieve League, eight days after he was murdered on 25 June 2023. During the sentencing hearing, a statement on behalf of Mr Wilkin's family described the time since his murder as ""an agonising journey filled with grief, denial and undoubtedly anger"". The statement, read to the court by Mr Wilkin's sister Irene McAleer on behalf of herself, her brother David and sister Marie, stated that ""the brutal nature of his death is something that none of us will ever come to terms with"". Commenting on her daily attendance at the trial at Dublin's Central Criminal Court, Mrs McAleer said ""nothing or no one could have prepared me for the evil and harrowing details"".",,,,Pair who murdered man thrown over cliffs jailed for life,"Kevin Sharkey, BBC News NI Dublin reporter",,,,,,,1
,,,reliable,,"US President Donald Trump has said he is ""strongly considering large-scale sanctions"" and tariffs on Russia until a ceasefire and peace deal with Ukraine is reached. Trump said he was contemplating the move because ""Russia is absolutely 'pounding' Ukraine on the battlefield right now"". Trump's comments marked a sharp change in tone. Since coming into office, he has praised Russian President Vladimir Putin and blamed Ukraine's leader for not wanting peace with Russia. Hours later, however, the US president told reporters he was ""finding it more difficult to deal with Ukraine"", and repeated that he trusted Putin. Last Friday, Trump berated Ukrainian leader Volodymyr Zelensky in the Oval Office. Days earlier, he had even called him a dictator and blamed Ukraine for starting the war which began on 24 February 2022 when Putin launched a full-scale invasion of the neighbouring country. The public dressing-down was followed this week by Trump pausing all US military aid and intelligence-sharing with Kyiv. It is not clear if this enabled Russia's large-scale missile and drone attack on Ukraine's energy infrastructure on Thursday night. On Friday morning, Trump issued his threat of sanctions tariffs against Russia - apparently over the attack. ""They [Russia] are bombing the hell out of them [Ukraine] right now... and I put a statement out, a very strong statement 'can't do that, can't do that',"" Trump said in the Oval Office on Friday. Asked if that was a result of the US pause in military co-operation with Ukraine, Trump said Putin was doing ""what anyone else would do"".",,,,Trump 'strongly considering' large-scale sanctions and tariffs on Russia,"Frank Gardner, Security correspondent, Tom Bennett, BBC News",,,,,,,1
,,,reliable,,"A mother has been left ""gutted"" after a Make-A-Wish trip to Disneyland Paris for her terminally ill daughter Daisy, five, was cancelled due to disruption to Eurostar services following the discovery of an unexploded bomb. Toni Mannion, 38, said she had been ""looking forward to making some special memories"", but was unable to take alternative transport to France with her daughter who has complex needs. The World War Two explosive, found near Gare du Nord station in Paris, was defused on Friday afternoon - with commuters being told to expect normal services on Saturday. Eurostar's chief safety and stations officer Simon Lejeune said he was ""incredibly sorry"" for the travel disruption. Five-year-old Daisy has a rare metabolic disorder called Nonketotic hyperglycinemia (NKH). She uses a wheelchair, is non-verbal and has severe epilepsy. Ms Mannion travelled from Birmingham to London on Thursday with Daisy, her one-year-old daughter Lara, her mother and a friend. ""We've been planning this for such a long time. Make-A-Wish charity paid for everything from start to finish. ""We were really looking forward to making some special memories with the girls. I know Make-A-Wish will look to reorganise. But it's still a bit gutting really. ""I cried, we all cried. We've been really looking forward to it. Her [Daisy's] life is limited, we just never know how long we've got left with her. ""We wanted to make some really nice memories."" Many Britons found themselves stuck on the other side of the Channel on Friday, with no easy way of making it back to UK. But some, like Vicky and her mother Jo, decided to ""make the most of it"" and spend a few more days in Paris. ""We were starting to get a bit worried about being able to get home eventually,"" said Vicky. Vicky and her mother were only planning on staying one night, but have since decided to book a train back on Sunday. ""We're going to make the most of it. We just walked up to the Eiffel tower and are going to have a walk around the city, take our time and enjoy Paris,"" she said. Many travellers complained about being unable to get on to the Eurostar app, including Bob and Mavis from Nottingham who had been hoping to travel to Paris from London St Pancras International on Friday. ""It's taken us hours to get through on the Eurostar app, because it keeps crashing"", said Mavis. The couple, who had finally managed to book a train to get them into Paris on Saturday, said they were having to spend money for a hotel in London overnight.",,,,'We're gutted' - Make-A-Wish trip cancelled after Eurostar disruption,"Emma Pengelly & Mary Litchfield, BBC News",,,,,,,1
,,,reliable,,"It has been another week of intense diplomacy around the war in Ukraine, especially after last week's tense exchanges between US President Donald Trump and Ukrainian President Volodymyr Zelensky. While the US, the UK and the EU all set out their positions, Russia's military campaign in Ukraine continued. The BBC's Analysis Editor Ros Atkins takes a look at how this has been playing out on the ground. Video produced by Catherine Karelli, Olga Robinson, Benedict Garman, Paul Brown and Yana Lyushnevska.",,,,Ros Atkins on... the week after the Oval Office row,No author available,,,,,,,1
